Customer ID,frequency,monetary,last_purchase,distinct_products,recency_days,will_return_90d
12684,4,1379.48,2011-06-22 11:20:00,37,80,1
12685,2,1606.42,2011-09-08 10:32:00,83,2,1
12686,1,89.14,2010-12-03 09:51:00,7,281,0
12688,1,4873.81,2011-08-18 08:49:00,171,23,0
12689,1,511.03000000000003,2011-08-04 10:04:00,34,37,1
12690,1,389.01,2011-05-18 09:09:00,16,115,0
12691,5,690.9,2011-07-17 14:56:00,20,54,1
12693,6,1123.67,2011-08-04 17:51:00,40,36,0
12694,2,1413.18,2011-06-09 17:48:00,62,92,1
12695,2,333.9,2011-08-24 12:58:00,17,16,1
12696,1,534.76,2010-10-01 10:43:00,28,344,0
12697,2,733.91,2011-07-31 14:17:00,27,40,1
12699,1,638.11,2010-10-18 12:07:00,41,327,0
12700,2,2149.05,2011-07-06 13:14:00,110,65,1
12701,1,337.08000000000004,2011-04-11 13:02:00,21,151,1
12704,3,1100.92,2011-08-26 08:59:00,40,15,1
12705,8,7511.46,2011-07-04 14:36:00,252,67,1
12707,1,603.42,2011-02-21 08:38:00,33,201,0
12708,8,2428.92,2011-08-30 08:15:00,81,11,1
12709,15,10931.05,2011-09-04 14:06:00,104,5,1
12710,3,1149.02,2011-09-04 12:00:00,75,6,0
12712,13,4600.67,2011-08-25 09:18:00,65,16,1
12714,5,4941.93,2011-08-25 09:55:00,215,16,1
12715,1,343.36,2011-08-25 15:22:00,20,15,0
12716,1,677.9,2011-07-29 13:28:00,45,42,1
12717,2,1030.98,2011-07-11 14:47:00,49,60,0
12720,18,4367.8,2011-09-06 13:47:00,193,3,1
12721,5,2304.31,2011-06-09 17:53:00,113,92,1
12722,3,929.65,2011-08-17 08:50:00,48,24,1
12724,3,592.91,2011-06-19 13:37:00,28,82,1
12725,2,1037.81,2010-12-03 15:45:00,54,280,0
12726,7,2335.94,2011-06-08 10:10:00,51,94,1
12727,7,3742.78,2011-09-05 13:38:00,93,4,1
12728,4,851.15,2011-03-27 13:07:00,39,166,1
12729,1,453.01,2011-08-18 11:40:00,26,23,0
12731,9,13419.75,2011-07-18 14:10:00,94,53,1
12732,1,236.26000000000002,2011-06-13 11:33:00,12,89,0
12733,2,786.55,2011-04-19 16:19:00,54,143,0
12734,3,639.65,2010-12-22 12:47:00,17,262,0
12735,2,779.5699999999999,2011-01-28 13:37:00,38,224,0
12736,1,234.0,2011-01-11 07:57:00,4,242,0
12738,1,155.35,2010-12-02 18:27:00,11,281,0
12739,3,2689.23,2011-09-01 17:45:00,85,8,1
12743,2,540.13,2011-07-28 16:21:00,114,43,0
12744,5,14211.970000000001,2011-07-18 11:55:00,163,54,1
12747,11,4211.9,2011-08-22 10:38:00,47,19,1
12748,185,22876.17,2011-09-09 13:20:00,1494,0,1
12749,6,4728.81,2011-08-01 12:50:00,187,40,1
12750,1,275.88,2011-08-03 09:13:00,15,38,0
12751,1,268.27,2010-09-21 12:49:00,61,354,0
12753,5,16620.91,2011-07-27 09:32:00,114,45,1
12754,3,3010.74,2011-04-18 09:00:00,49,145,0
12755,5,3835.55,2011-03-04 12:42:00,4,190,0
12757,7,5281.08,2011-07-20 12:05:00,89,52,1
12758,2,2791.59,2011-08-15 10:22:00,84,26,0
12759,4,2371.69,2011-06-21 09:26:00,114,81,1
12763,2,494.08,2011-07-24 14:12:00,16,47,0
12764,1,1693.88,2011-01-27 10:19:00,45,226,0
12766,7,6881.55,2011-07-13 13:37:00,217,58,1
12767,1,949.82,2010-11-29 09:38:00,43,285,0
12768,1,168.69,2010-09-15 12:08:00,10,360,0
12769,1,1143.6,2011-04-15 10:25:00,32,148,0
12770,1,1351.45,2011-05-13 09:33:00,12,120,0
12775,6,1464.76,2011-06-03 07:48:00,45,99,1
12778,6,1066.91,2011-06-09 15:29:00,48,92,1
12779,8,3549.28,2011-06-03 10:37:00,85,99,1
12781,1,549.26,2011-02-28 08:43:00,15,194,1
12782,9,4077.89,2011-07-13 10:30:00,126,59,1
12785,1,311.95,2010-12-10 13:48:00,14,273,0
12787,3,743.1800000000001,2011-09-09 12:24:00,28,1,1
12790,2,591.85,2011-05-31 14:14:00,36,101,0
12791,2,308.40000000000003,2010-12-01 11:27:00,2,283,0
12792,1,400.54,2011-03-28 11:36:00,25,166,0
12793,3,885.53,2011-01-09 12:12:00,34,244,0
12794,1,317.0,2011-09-02 12:01:00,20,8,1
12797,2,552.08,2010-12-09 10:55:00,27,275,0
12798,2,3140.9300000000003,2011-06-22 10:11:00,27,80,1
12802,4,811.99,2011-06-06 09:36:00,41,96,0
12803,1,1092.81,2010-11-11 14:57:00,55,302,0
12805,1,443.6,2010-11-23 12:27:00,22,291,0
12806,1,15.0,2010-09-30 13:34:00,1,344,0
12807,1,330.35,2010-11-21 14:21:00,16,292,0
12808,3,384.75,2011-06-08 12:21:00,23,94,1
12809,1,489.31,2011-06-15 10:51:00,25,87,0
12811,5,1033.9,2011-03-24 09:42:00,47,170,0
12814,1,125.92,2011-08-30 12:11:00,2,11,0
12815,2,1063.46,2011-07-15 10:21:00,38,57,0
12816,2,572.2,2011-09-05 12:41:00,27,5,0
12817,3,690.98,2011-03-03 16:28:00,16,190,0
12818,1,1542.08,2011-03-23 12:06:00,14,171,0
12820,3,627.01,2011-01-17 12:34:00,30,236,1
12821,1,92.72,2011-05-09 15:51:00,6,123,0
12823,7,3136.5,2011-08-04 17:45:00,1,36,1
12826,6,1077.92,2011-06-14 09:41:00,54,88,1
12828,3,415.51,2011-09-01 17:14:00,23,8,1
12829,2,293.0,2011-01-07 11:13:00,9,246,0
12830,5,6414.32,2011-09-09 15:02:00,13,0,1
12831,1,215.05,2011-03-22 13:02:00,9,171,0
12832,1,267.8,2011-09-02 13:48:00,18,7,1
12833,1,417.38,2011-07-17 13:46:00,24,54,0
12834,1,312.38,2011-03-02 09:49:00,18,192,0
12835,3,328.81,2010-10-08 10:59:00,35,337,0
12836,5,3285.53,2011-07-25 15:22:00,151,46,1
12837,1,134.1,2011-06-19 16:07:00,12,82,0
12838,5,1515.9,2010-12-01 11:57:00,149,283,1
12839,12,4188.43,2011-09-08 13:17:00,86,1,1
12840,5,3400.28,2011-07-19 09:29:00,83,53,0
12841,28,5064.94,2011-08-25 12:12:00,226,16,1
12842,2,712.53,2011-02-04 12:36:00,25,218,1
12843,12,2346.18,2011-07-03 12:21:00,75,69,1
12844,2,374.49,2011-08-01 13:11:00,56,39,1
12845,4,354.09000000000003,2011-03-17 13:34:00,26,176,0
12847,1,765.36,2010-11-17 12:44:00,34,297,1
12849,4,2236.23,2011-03-16 12:26:00,86,178,1
12850,1,330.0,2010-09-20 12:26:00,2,355,0
12851,1,131.81,2011-09-04 12:41:00,43,6,0
12852,1,311.55,2011-02-18 08:47:00,17,204,0
12853,7,2554.5,2011-07-28 11:29:00,79,44,0
12854,2,810.37,2011-04-12 14:17:00,71,150,1
12855,4,612.84,2010-12-02 09:37:00,65,282,0
12857,3,2214.0,2011-05-13 10:20:00,57,120,0
12858,1,147.27,2010-11-21 12:55:00,36,292,0
12862,1,493.89,2010-10-10 11:47:00,57,335,0
12863,1,584.4,2010-11-25 17:47:00,5,288,1
12864,1,147.12,2011-07-24 13:03:00,3,47,0
12865,2,1693.47,2011-08-08 10:11:00,87,33,1
12866,1,559.12,2011-03-01 14:11:00,26,192,0
12867,8,4630.25,2011-09-04 13:35:00,259,5,1
12868,8,2043.76,2011-06-07 10:42:00,86,95,0
12870,1,1184.95,2010-11-29 13:42:00,58,284,0
12871,2,495.38,2011-05-16 13:32:00,9,116,1
12872,5,1294.8,2011-01-17 10:52:00,120,236,0
12873,2,1534.8999999999999,2011-03-02 14:58:00,20,191,0
12874,1,459.15999999999997,2010-11-19 15:23:00,22,294,0
12875,2,343.2300000000001,2011-07-19 15:30:00,1,52,0
12876,2,1704.66,2011-05-27 13:34:00,78,105,1
12877,12,1577.27,2011-08-07 11:40:00,69,34,1
12878,2,854.99,2011-04-17 13:07:00,38,145,0
12879,1,140.5,2011-09-09 12:11:00,4,1,1
12880,1,302.95,2010-11-23 10:50:00,15,291,0
12881,1,298.0,2011-03-09 11:44:00,7,185,0
12885,1,645.35,2011-08-08 11:45:00,39,33,1
12886,1,775.0,2011-05-04 11:21:00,47,129,1
12887,1,222.4,2010-11-21 11:18:00,13,293,0
12888,2,354.12,2011-05-09 16:02:00,4,123,0
12889,2,214.45000000000002,2010-11-23 16:08:00,13,290,0
12890,1,329.3,2010-11-17 14:06:00,56,296,1
12891,3,331.0,2011-06-07 12:31:00,2,95,0
12892,1,263.38,2010-11-08 09:51:00,18,306,0
12897,3,410.1,2011-05-19 12:13:00,6,114,0
12899,1,366.4,2010-10-22 09:53:00,17,323,0
12900,1,340.33000000000004,2010-10-13 15:17:00,13,331,0
12901,19,11639.470000000001,2011-08-23 10:56:00,29,18,1
12902,1,138.68,2011-03-20 12:06:00,10,174,0
12903,1,833.5300000000001,2010-10-07 12:39:00,41,338,0
12904,1,244.69,2011-06-20 13:18:00,32,81,1
12907,1,180.48,2010-11-09 12:08:00,7,305,0
12908,3,1140.0,2011-06-16 15:39:00,1,85,0
12909,4,1866.28,2011-05-22 11:52:00,77,111,1
12910,7,2869.0,2011-07-28 14:36:00,36,43,1
12913,6,2762.26,2011-03-02 10:49:00,19,192,1
12914,1,223.98,2010-11-04 12:28:00,9,310,0
12915,2,363.65,2011-07-14 11:34:00,19,58,0
12916,5,3437.2,2011-07-24 10:35:00,57,48,0
12917,3,1273.0,2011-08-03 16:42:00,8,37,0
12919,3,441.65,2011-08-15 11:39:00,12,26,1
12921,37,15889.960000000001,2011-09-02 13:01:00,225,7,1
12922,1,405.38,2011-07-01 15:35:00,28,70,0
12923,1,171.4,2010-11-14 13:16:00,15,299,1
12924,6,1042.98,2011-05-25 13:35:00,22,107,1
12926,2,931.46,2010-10-24 15:57:00,137,320,0
12927,1,197.31,2010-11-10 10:02:00,11,304,0
12928,7,2267.44,2011-07-15 08:09:00,63,57,1
12929,1,117.85,2011-02-01 12:08:00,8,221,0
12930,1,221.56,2011-06-21 13:25:00,14,80,1
12931,26,58589.4,2011-08-30 11:54:00,32,11,1
12933,6,1230.8,2011-06-21 16:13:00,159,80,1
12935,6,2131.17,2011-08-22 12:22:00,69,19,1
12937,2,428.23,2011-05-26 14:17:00,27,106,1
12939,8,13830.960000000001,2011-07-24 12:51:00,21,47,1
12942,3,675.6,2011-07-31 14:39:00,68,40,0
12944,1,286.95,2010-12-20 10:41:00,14,264,1
12945,1,462.95,2011-02-24 14:15:00,23,197,0
12946,1,324.45,2010-09-29 10:14:00,20,346,0
12947,6,1603.99,2011-07-19 10:06:00,83,53,0
12948,4,1423.96,2011-08-26 14:45:00,64,14,1
12949,10,6805.2,2011-08-17 15:11:00,231,23,1
12951,8,1790.53,2011-06-19 10:35:00,81,83,1
12955,6,1843.36,2011-09-08 12:48:00,42,2,1
12956,1,108.07,2011-02-06 16:08:00,19,215,0
12957,4,1715.29,2011-06-06 13:43:00,97,95,1
12958,1,300.45,2010-11-04 16:16:00,33,309,0
12960,1,176.20000000000002,2010-10-22 09:31:00,12,323,0
12961,1,211.99,2010-11-25 16:44:00,37,288,0
12962,1,170.54,2011-08-18 13:38:00,11,22,1
12963,2,793.6800000000001,2010-12-09 09:14:00,37,275,1
12964,1,132.24,2010-09-28 17:47:00,26,346,0
12967,3,2938.52,2010-12-16 19:10:00,47,267,0
12968,1,135.95,2011-08-19 15:44:00,5,21,0
12970,7,833.94,2011-01-21 14:21:00,124,231,1
12971,80,9928.36,2011-09-08 14:02:00,88,1,1
12972,1,142.16000000000003,2010-10-22 08:41:00,8,323,0
12973,1,385.55,2010-10-22 10:14:00,6,323,0
12974,1,144.8,2011-05-26 09:33:00,8,107,0
12975,3,851.9,2010-09-29 09:46:00,55,346,0
12976,2,1144.26,2011-05-12 09:55:00,41,121,0
12977,1,39.239999999999995,2011-07-06 16:40:00,9,65,0
12978,1,556.36,2010-11-19 14:29:00,29,294,0
12980,12,10323.300000000001,2011-07-05 09:34:00,6,67,0
12981,1,187.18,2011-07-29 14:14:00,11,42,1
12982,3,968.55,2011-04-11 11:51:00,55,152,0
12986,3,398.66,2010-10-07 11:57:00,8,338,0
12987,2,597.13,2011-05-26 12:00:00,28,107,1
12988,1,505.82,2011-02-20 14:31:00,75,201,0
12989,12,6629.14,2011-07-05 09:16:00,14,67,1
12990,4,536.9,2011-06-07 14:27:00,6,94,1
12991,2,564.62,2011-08-19 14:39:00,36,21,1
12993,5,780.82,2011-08-11 12:01:00,38,30,1
12994,2,645.47,2011-08-11 17:02:00,38,29,1
12996,1,355.5,2010-11-29 09:27:00,22,285,0
12997,3,914.01,2011-04-17 13:02:00,37,145,1
12999,3,455.88,2011-05-27 13:24:00,25,105,0
13000,3,534.85,2011-08-25 10:43:00,30,16,0
13001,15,11510.56,2011-07-04 16:08:00,189,67,1
13002,3,414.13,2011-01-25 15:18:00,19,227,0
13003,3,149.05,2011-08-26 10:50:00,4,15,0
13004,16,5183.15,2011-08-17 14:44:00,233,23,1
13005,3,769.95,2011-06-19 10:53:00,28,83,0
13008,2,422.82,2011-01-20 14:24:00,21,232,0
13010,1,153.0,2010-11-30 15:09:00,6,283,0
13011,1,50.550000000000004,2010-12-02 17:22:00,3,281,0
13012,5,1535.79,2011-07-14 09:58:00,52,58,1
13013,15,5237.820000000001,2011-09-08 11:46:00,174,2,1
13014,6,3937.28,2011-08-18 10:06:00,138,23,1
13015,7,3105.89,2011-05-26 16:25:00,144,106,1
13016,1,425.25,2011-08-08 15:00:00,28,32,1
